,miRNA,70459-genome-miRNAcount,miRNA,70460-genome-miRNAcount,miRNA,70461-genome-miRNAcount,miRNA,74665-genome-miRNAcount,miRNA,74666-genome-miRNAcount,miRNA,74667-genome-miRNAcount,miRNA,74668-genome-miRNAcount,miRNA,74669-genome-miRNAcount,miRNA,74670-genome-miRNAcount,miRNA,74671-genome-miRNAcount,miRNA,74672-genome-miRNAcount,miRNA,74673-genome-miRNAcount,miRNA,74674-genome-miRNAcount,miRNA,74675-genome-miRNAcount,miRNA,74676-genome-miRNAcount,miRNA,74677-genome-miRNAcount,miRNA,74678-genome-miRNAcount,miRNA,74679-genome-miRNAcount,miRNA,74680-genome-miRNAcount,miRNA,74681-genome-miRNAcount,miRNA,74682-genome-miRNAcount
2648,hsa-miR-7159-3p,0,       9,hsa-miR-3159,hsa-miR-7845-5p,0,hsa-miR-7107-3p,0,hsa-miR-765,0,hsa-miR-6872-3p,0,hsa-miR-7162-3p,0,hsa-miR-769-3p,2,hsa-miR-7160-3p,0,hsa-miR-6857-3p,0,hsa-miR-8081,0,hsa-miR-7112-5p,0,hsa-miR-7152-5p,0,hsa-miR-6866-5p,1,hsa-miR-769-5p,38,hsa-miR-6831-3p,0,hsa-miR-7158-3p,0,hsa-miR-6893-3p,0,hsa-miR-7160-5p,0,hsa-miR-758-3p,1,hsa-miR-760,4
2649,hsa-miR-7159-5p,0,       9,hsa-miR-335-3p,hsa-miR-7846-3p,0,hsa-miR-7107-5p,0,hsa-miR-766-3p,0,hsa-miR-6872-5p,0,hsa-miR-7162-5p,0,hsa-miR-769-5p,22,hsa-miR-7160-5p,0,hsa-miR-6857-5p,0,hsa-miR-8082,0,hsa-miR-7113-3p,0,hsa-miR-7153-3p,0,hsa-miR-6867-3p,0,hsa-miR-770-5p,0,hsa-miR-6831-5p,0,hsa-miR-7158-5p,0,hsa-miR-6893-5p,0,hsa-miR-7161-3p,0,hsa-miR-758-3p,2,hsa-miR-761,0
2650,hsa-miR-7160-3p,0,       9,hsa-miR-455-5p,hsa-miR-7847-3p,0,hsa-miR-7108-3p,0,hsa-miR-766-5p,0,hsa-miR-6873-3p,0,hsa-miR-718,0,hsa-miR-769-5p,91,hsa-miR-7161-3p,0,hsa-miR-6858-3p,0,hsa-miR-8083,0,hsa-miR-7113-5p,0,hsa-miR-7153-5p,0,hsa-miR-6867-5p,0,hsa-miR-7702,0,hsa-miR-6832-3p,2,hsa-miR-7159-3p,0,hsa-miR-6894-3p,0,hsa-miR-7161-5p,0,hsa-miR-758-5p,0,hsa-miR-762,0
2651,hsa-miR-7160-5p,0,      10,hsa-miR-132-5p,hsa-miR-7848-3p,0,hsa-miR-7108-5p,0,hsa-miR-767-3p,0,hsa-miR-6873-5p,0,hsa-miR-744-3p,0,hsa-miR-770-5p,0,hsa-miR-7161-5p,0,hsa-miR-6858-5p,0,hsa-miR-8084,0,hsa-miR-7114-3p,0,hsa-miR-7154-3p,0,hsa-miR-6868-3p,0,hsa-miR-7703,0,hsa-miR-6832-5p,0,hsa-miR-7159-5p,0,hsa-miR-6894-5p,0,hsa-miR-7162-3p,0,hsa-miR-759,0,hsa-miR-764,0
2652,hsa-miR-7161-3p,0,      10,hsa-miR-148b-3p,hsa-miR-7849-3p,0,hsa-miR-7109-3p,0,hsa-miR-767-5p,0,hsa-miR-6874-3p,0,hsa-miR-744-5p,31,hsa-miR-7702,0,hsa-miR-7162-3p,0,hsa-miR-6859-3p,0,hsa-miR-8085,0,hsa-miR-7114-5p,0,hsa-miR-7154-5p,0,hsa-miR-6868-5p,0,hsa-miR-7704,0,hsa-miR-6833-3p,1,hsa-miR-7160-3p,0,hsa-miR-6895-3p,0,hsa-miR-7162-5p,0,hsa-miR-760,4,hsa-miR-765,0
2653,hsa-miR-7161-5p,0,      10,hsa-miR-186-5p,hsa-miR-7850-5p,0,hsa-miR-7109-5p,0,hsa-miR-769-3p,0,hsa-miR-6874-5p,0,hsa-miR-744-5p,90,hsa-miR-7703,0,hsa-miR-7162-5p,0,hsa-miR-6859-5p,0,hsa-miR-8086,0,hsa-miR-7150,0,hsa-miR-7155-3p,1,hsa-miR-6869-3p,0,hsa-miR-7705,0,hsa-miR-6833-5p,0,hsa-miR-7160-5p,0,hsa-miR-6895-5p,0,hsa-miR-718,0,hsa-miR-761,0,hsa-miR-766-3p,0
2654,hsa-miR-7162-3p,0,      10,hsa-miR-302a-5p,hsa-miR-7851-3p,0,hsa-miR-711,1,hsa-miR-769-3p,6,hsa-miR-6875-3p,0,hsa-miR-7515,0,hsa-miR-7704,0,hsa-miR-718,0,hsa-miR-6860,0,hsa-miR-8087,0,hsa-miR-7151-3p,0,hsa-miR-7155-5p,0,hsa-miR-6869-5p,0,hsa-miR-7706,0,hsa-miR-6834-3p,0,hsa-miR-7161-3p,0,hsa-miR-7-1-3p,0,hsa-miR-744-3p,0,hsa-miR-762,0,hsa-miR-766-5p,0
2655,hsa-miR-7162-5p,0,      10,hsa-miR-30c-2-3p,hsa-miR-7852-3p,0,hsa-miR-7110-3p,0,hsa-miR-769-5p,32,hsa-miR-6875-5p,0,hsa-miR-758-3p,0,hsa-miR-7705,0,hsa-miR-744-3p,0,hsa-miR-6861-3p,0,hsa-miR-8088,0,hsa-miR-7151-5p,0,hsa-miR-7156-3p,0,hsa-miR-6870-3p,0,hsa-miR-7843-3p,0,hsa-miR-6834-5p,0,hsa-miR-7161-5p,0,hsa-miR-7-2-3p,0,hsa-miR-744-5p,34,hsa-miR-764,0,hsa-miR-767-3p,0
2656,hsa-miR-718,0,      10,hsa-miR-502-5p,hsa-miR-7853-5p,0,hsa-miR-7110-5p,0,hsa-miR-769-5p,86,hsa-miR-6876-3p,0,hsa-miR-758-5p,0,hsa-miR-7706,0,hsa-miR-744-5p,17,hsa-miR-6861-5p,0,hsa-miR-8089,0,hsa-miR-7152-3p,0,hsa-miR-7156-5p,0,hsa-miR-6870-5p,0,hsa-miR-7843-5p,0,hsa-miR-6835-3p,0,hsa-miR-7162-3p,0,hsa-miR-7-5p,0,hsa-miR-744-5p,82,hsa-miR-765,0,hsa-miR-767-5p,0
2657,hsa-miR-744-3p,0,      10,hsa-miR-99a-3p,hsa-miR-7854-3p,0,hsa-miR-7111-3p,0,hsa-miR-770-5p,0,hsa-miR-6876-5p,0,hsa-miR-759,0,hsa-miR-7843-3p,0,hsa-miR-744-5p,41,hsa-miR-6862-3p,0,hsa-miR-8485,0,hsa-miR-7152-5p,0,hsa-miR-7157-3p,0,hsa-miR-6871-3p,0,hsa-miR-7844-5p,0,hsa-miR-6835-5p,0,hsa-miR-7162-5p,0,hsa-miR-708-3p,0,hsa-miR-7515,0,hsa-miR-766-3p,0,hsa-miR-769-3p,1
2658,hsa-miR-744-5p,3,      11,hsa-miR-15b-5p,hsa-miR-7855-5p,0,hsa-miR-7111-5p,0,hsa-miR-7702,0,hsa-miR-6877-3p,0,hsa-miR-760,1,hsa-miR-7843-5p,0,hsa-miR-7515,0,hsa-miR-6862-5p,5,hsa-miR-873-3p,0,hsa-miR-7153-3p,0,hsa-miR-7157-5p,0,hsa-miR-6871-5p,0,hsa-miR-7845-5p,0,hsa-miR-6836-3p,0,hsa-miR-718,0,hsa-miR-708-5p,0,hsa-miR-758-3p,0,hsa-miR-766-5p,0,hsa-miR-769-3p,3
2659,hsa-miR-744-5p,7,      11,hsa-miR-382-5p,hsa-miR-7856-5p,0,hsa-miR-7112-3p,0,hsa-miR-7703,0,hsa-miR-6877-5p,7,hsa-miR-761,0,hsa-miR-7844-5p,0,hsa-miR-758-3p,0,hsa-miR-6863,0,hsa-miR-873-5p,0,hsa-miR-7153-5p,0,hsa-miR-7158-3p,0,hsa-miR-6872-3p,0,hsa-miR-7846-3p,0,hsa-miR-6836-5p,0,hsa-miR-744-3p,0,hsa-miR-7106-3p,0,hsa-miR-758-5p,0,hsa-miR-767-3p,0,hsa-miR-769-5p,19
2660,hsa-miR-7515,0,      12,hsa-miR-19b-1-5p,hsa-miR-7973,0,hsa-miR-7112-5p,0,hsa-miR-7704,0,hsa-miR-6878-3p,0,hsa-miR-762,0,hsa-miR-7845-5p,0,hsa-miR-758-5p,0,hsa-miR-6864-3p,0,hsa-miR-874-3p,0,hsa-miR-7154-3p,0,hsa-miR-7158-5p,0,hsa-miR-6872-5p,0,hsa-miR-7847-3p,0,hsa-miR-6837-3p,1,hsa-miR-744-5p,76,hsa-miR-7106-5p,0,hsa-miR-759,0,hsa-miR-767-5p,0,hsa-miR-769-5p,47
2661,hsa-miR-758-3p,0,      12,hsa-miR-30e-5p,hsa-miR-7974,0,hsa-miR-7113-3p,0,hsa-miR-7705,0,hsa-miR-6878-5p,0,hsa-miR-764,0,hsa-miR-7846-3p,0,hsa-miR-759,0,hsa-miR-6864-5p,0,hsa-miR-874-5p,0,hsa-miR-7154-5p,0,hsa-miR-7159-3p,0,hsa-miR-6873-3p,0,hsa-miR-7848-3p,0,hsa-miR-6837-5p,0,hsa-miR-744-5p,223,hsa-miR-7107-3p,0,hsa-miR-760,3,hsa-miR-769-3p,1,hsa-miR-770-5p,0
2662,hsa-miR-758-5p,0,      12,hsa-miR-371a-5p,hsa-miR-7975,0,hsa-miR-7113-5p,1,hsa-miR-7706,2,hsa-miR-6879-3p,1,hsa-miR-765,0,hsa-miR-7847-3p,0,hsa-miR-760,3,hsa-miR-6865-3p,0,hsa-miR-875-3p,0,hsa-miR-7155-3p,0,hsa-miR-7159-5p,0,hsa-miR-6873-5p,0,hsa-miR-7849-3p,0,hsa-miR-6838-3p,0,hsa-miR-7515,0,hsa-miR-7107-5p,0,hsa-miR-761,0,hsa-miR-769-3p,7,hsa-miR-7702,0
2663,hsa-miR-759,0,      13,hsa-miR-1-5p,hsa-miR-7976,0,hsa-miR-7114-3p,0,hsa-miR-7843-3p,0,hsa-miR-6879-5p,0,hsa-miR-766-3p,0,hsa-miR-7848-3p,0,hsa-miR-761,0,hsa-miR-6865-5p,0,hsa-miR-875-5p,0,hsa-miR-7155-5p,0,hsa-miR-7160-3p,0,hsa-miR-6874-3p,0,hsa-miR-7850-5p,0,hsa-miR-6838-5p,0,hsa-miR-758-3p,1,hsa-miR-7108-3p,0,hsa-miR-762,0,hsa-miR-769-5p,33,hsa-miR-7703,0
2664,hsa-miR-760,0,      13,hsa-miR-576-3p,hsa-miR-7977,0,hsa-miR-7114-5p,0,hsa-miR-7843-5p,0,hsa-miR-6880-3p,0,hsa-miR-766-5p,0,hsa-miR-7849-3p,0,hsa-miR-762,0,hsa-miR-6866-3p,0,hsa-miR-876-3p,0,hsa-miR-7156-3p,0,hsa-miR-7160-5p,0,hsa-miR-6874-5p,0,hsa-miR-7851-3p,0,hsa-miR-6839-3p,0,hsa-miR-758-5p,0,hsa-miR-7108-5p,0,hsa-miR-764,0,hsa-miR-769-5p,65,hsa-miR-7704,0
2665,hsa-miR-761,0,      13,hsa-miR-9-3p,hsa-miR-7978,0,hsa-miR-7150,0,hsa-miR-7844-5p,0,hsa-miR-6880-5p,0,hsa-miR-767-3p,0,hsa-miR-7850-5p,0,hsa-miR-764,0,hsa-miR-6866-5p,1,hsa-miR-876-5p,0,hsa-miR-7156-5p,0,hsa-miR-7161-3p,0,hsa-miR-6875-3p,0,hsa-miR-7852-3p,0,hsa-miR-6839-5p,0,hsa-miR-759,0,hsa-miR-7109-3p,0,hsa-miR-765,0,hsa-miR-770-5p,0,hsa-miR-7705,0
2666,hsa-miR-762,0,      14,hsa-miR-1306-3p,hsa-miR-802,0,hsa-miR-7151-3p,0,hsa-miR-7845-5p,0,hsa-miR-6881-3p,0,hsa-miR-767-5p,0,hsa-miR-7851-3p,0,hsa-miR-765,0,hsa-miR-6867-3p,0,hsa-miR-877-3p,0,hsa-miR-7157-3p,0,hsa-miR-7161-5p,0,hsa-miR-6875-5p,0,hsa-miR-7853-5p,0,hsa-miR-6840-3p,0,hsa-miR-760,3,hsa-miR-7109-5p,0,hsa-miR-766-3p,0,hsa-miR-7702,0,hsa-miR-7706,0
2667,hsa-miR-764,0,      14,hsa-miR-134-3p,hsa-miR-8052,0,hsa-miR-7151-5p,0,hsa-miR-7846-3p,0,hsa-miR-6881-5p,0,hsa-miR-769-3p,1,hsa-miR-7852-3p,0,hsa-miR-766-3p,0,hsa-miR-6867-5p,0,hsa-miR-877-5p,0,hsa-miR-7157-5p,0,hsa-miR-7162-3p,0,hsa-miR-6876-3p,0,hsa-miR-7854-3p,0,hsa-miR-6840-5p,0,hsa-miR-761,0,hsa-miR-711,0,hsa-miR-766-5p,0,hsa-miR-7703,0,hsa-miR-7843-3p,0
2668,hsa-miR-765,0,      14,hsa-miR-548d-5p,hsa-miR-8053,0,hsa-miR-7152-3p,0,hsa-miR-7847-3p,0,hsa-miR-6882-3p,0,hsa-miR-769-3p,3,hsa-miR-7853-5p,0,hsa-miR-766-5p,0,hsa-miR-6868-3p,0,hsa-miR-885-3p,0,hsa-miR-7158-3p,0,hsa-miR-7162-5p,0,hsa-miR-6876-5p,0,hsa-miR-7855-5p,0,hsa-miR-6841-3p,0,hsa-miR-762,0,hsa-miR-7110-3p,0,hsa-miR-767-3p,0,hsa-miR-7704,0,hsa-miR-7843-5p,0
2669,hsa-miR-766-3p,0,      15,hsa-miR-140-3p,hsa-miR-8054,0,hsa-miR-7152-5p,0,hsa-miR-7848-3p,0,hsa-miR-6882-5p,0,hsa-miR-769-5p,15,hsa-miR-7854-3p,0,hsa-miR-767-3p,0,hsa-miR-6868-5p,0,hsa-miR-885-5p,0,hsa-miR-7158-5p,0,hsa-miR-718,0,hsa-miR-6877-3p,0,hsa-miR-7856-5p,0,hsa-miR-6841-5p,0,hsa-miR-764,0,hsa-miR-7110-5p,0,hsa-miR-767-5p,0,hsa-miR-7705,0,hsa-miR-7844-5p,0
2670,hsa-miR-766-5p,0,      15,hsa-miR-198,hsa-miR-8055,0,hsa-miR-7153-3p,0,hsa-miR-7849-3p,0,hsa-miR-6883-3p,0,hsa-miR-769-5p,64,hsa-miR-7855-5p,0,hsa-miR-767-5p,0,hsa-miR-6869-3p,0,hsa-miR-887-3p,0,hsa-miR-7159-3p,0,hsa-miR-744-3p,0,hsa-miR-6877-5p,6,hsa-miR-7973,0,hsa-miR-6842-3p,77,hsa-miR-765,0,hsa-miR-7111-3p,0,hsa-miR-769-3p,0,hsa-miR-7706,6,hsa-miR-7845-5p,0
2671,hsa-miR-767-3p,0,      15,hsa-miR-412-5p,hsa-miR-8056,0,hsa-miR-7153-5p,0,hsa-miR-7850-5p,0,hsa-miR-6883-5p,0,hsa-miR-770-5p,0,hsa-miR-7856-5p,0,hsa-miR-769-3p,1,hsa-miR-6869-5p,0,hsa-miR-887-5p,0,hsa-miR-7159-5p,0,hsa-miR-744-5p,73,hsa-miR-6878-3p,0,hsa-miR-7974,0,hsa-miR-6842-5p,8,hsa-miR-766-3p,0,hsa-miR-7111-5p,0,hsa-miR-769-3p,1,hsa-miR-7843-3p,0,hsa-miR-7846-3p,0
2672,hsa-miR-767-5p,0,      15,hsa-miR-431-3p,hsa-miR-8057,0,hsa-miR-7154-3p,0,hsa-miR-7851-3p,0,hsa-miR-6884-3p,0,hsa-miR-7702,0,hsa-miR-7973,0,hsa-miR-769-5p,12,hsa-miR-6870-3p,0,hsa-miR-888-3p,0,hsa-miR-7160-3p,0,hsa-miR-744-5p,196,hsa-miR-6878-5p,0,hsa-miR-7975,0,hsa-miR-6843-3p,0,hsa-miR-766-5p,0,hsa-miR-7112-3p,0,hsa-miR-769-5p,17,hsa-miR-7843-5p,0,hsa-miR-7847-3p,0
2673,hsa-miR-769-3p,0,      15,hsa-miR-555,hsa-miR-8058,0,hsa-miR-7154-5p,0,hsa-miR-7852-3p,0,hsa-miR-6884-5p,0,hsa-miR-7703,0,hsa-miR-7974,0,hsa-miR-769-5p,39,hsa-miR-6870-5p,0,hsa-miR-888-5p,0,hsa-miR-7160-5p,0,hsa-miR-7515,0,hsa-miR-6879-3p,0,hsa-miR-7976,0,hsa-miR-6844,0,hsa-miR-767-3p,0,hsa-miR-7112-5p,0,hsa-miR-769-5p,46,hsa-miR-7844-5p,0,hsa-miR-7848-3p,0
2674,hsa-miR-769-5p,13,      15,hsa-miR-575,hsa-miR-8059,0,hsa-miR-7155-3p,0,hsa-miR-7853-5p,0,hsa-miR-6885-3p,0,hsa-miR-7704,0,hsa-miR-7975,0,hsa-miR-770-5p,0,hsa-miR-6871-3p,0,hsa-miR-889-3p,0,hsa-miR-7161-3p,0,hsa-miR-758-3p,0,hsa-miR-6879-5p,0,hsa-miR-7977,0,hsa-miR-6845-3p,0,hsa-miR-767-5p,0,hsa-miR-7113-3p,0,hsa-miR-770-5p,0,hsa-miR-7845-5p,0,hsa-miR-7849-3p,0
2675,hsa-miR-769-5p,20,      16,hsa-miR-142-5p,hsa-miR-8060,0,hsa-miR-7155-5p,0,hsa-miR-7854-3p,0,hsa-miR-6885-5p,0,hsa-miR-7705,0,hsa-miR-7976,0,hsa-miR-7702,0,hsa-miR-6871-5p,0,hsa-miR-889-5p,0,hsa-miR-7161-5p,0,hsa-miR-758-3p,1,hsa-miR-6880-3p,0,hsa-miR-7978,0,hsa-miR-6845-5p,0,hsa-miR-769-3p,1,hsa-miR-7113-5p,0,hsa-miR-7702,0,hsa-miR-7846-3p,0,hsa-miR-7850-5p,0
2676,hsa-miR-770-5p,0,      17,hsa-miR-192-5p,hsa-miR-8061,0,hsa-miR-7156-3p,0,hsa-miR-7855-5p,0,hsa-miR-6886-3p,0,hsa-miR-7706,2,hsa-miR-7977,0,hsa-miR-7703,0,hsa-miR-6872-3p,0,hsa-miR-890,0,hsa-miR-7162-3p,0,hsa-miR-758-5p,0,hsa-miR-6880-5p,0,hsa-miR-802,0,hsa-miR-6846-3p,0,hsa-miR-769-3p,8,hsa-miR-7114-3p,0,hsa-miR-7703,0,hsa-miR-7847-3p,0,hsa-miR-7851-3p,0
2677,hsa-miR-7702,0,      17,hsa-miR-26a-2-3p,hsa-miR-8062,0,hsa-miR-7156-5p,0,hsa-miR-7856-5p,0,hsa-miR-6886-5p,0,hsa-miR-7843-3p,0,hsa-miR-7978,0,hsa-miR-7704,0,hsa-miR-6872-5p,0,hsa-miR-891a-3p,0,hsa-miR-7162-5p,0,hsa-miR-759,0,hsa-miR-6881-3p,0,hsa-miR-8052,0,hsa-miR-6846-5p,0,hsa-miR-769-5p,26,hsa-miR-7114-5p,0,hsa-miR-7704,0,hsa-miR-7848-3p,0,hsa-miR-7852-3p,0
2678,hsa-miR-7703,0,      18,hsa-miR-146b-3p,hsa-miR-8063,0,hsa-miR-7157-3p,0,hsa-miR-7973,0,hsa-miR-6887-3p,0,hsa-miR-7843-5p,0,hsa-miR-802,0,hsa-miR-7705,0,hsa-miR-6873-3p,0,hsa-miR-891a-5p,0,hsa-miR-718,0,hsa-miR-760,2,hsa-miR-6881-5p,0,hsa-miR-8053,0,hsa-miR-6847-3p,0,hsa-miR-769-5p,79,hsa-miR-7150,0,hsa-miR-7705,0,hsa-miR-7849-3p,0,hsa-miR-7853-5p,0
2679,hsa-miR-7704,0,      19,hsa-miR-29a-5p,hsa-miR-8064,0,hsa-miR-7157-5p,0,hsa-miR-7974,0,hsa-miR-6887-5p,0,hsa-miR-7844-5p,0,hsa-miR-8052,0,hsa-miR-7706,4,hsa-miR-6873-5p,0,hsa-miR-891b,0,hsa-miR-744-3p,0,hsa-miR-761,0,hsa-miR-6882-3p,0,hsa-miR-8054,0,hsa-miR-6847-5p,3,hsa-miR-770-5p,0,hsa-miR-7151-3p,0,hsa-miR-7706,19,hsa-miR-7850-5p,0,hsa-miR-7854-3p,0
2680,hsa-miR-7705,0,      19,hsa-miR-335-3p,hsa-miR-8065,0,hsa-miR-7158-3p,0,hsa-miR-7975,0,hsa-miR-6888-3p,0,hsa-miR-7845-5p,0,hsa-miR-8053,0,hsa-miR-7843-3p,0,hsa-miR-6874-3p,0,hsa-miR-892a,0,hsa-miR-744-5p,28,hsa-miR-762,0,hsa-miR-6882-5p,0,hsa-miR-8055,0,hsa-miR-6848-3p,0,hsa-miR-7702,0,hsa-miR-7151-5p,0,hsa-miR-7843-3p,0,hsa-miR-7851-3p,0,hsa-miR-7855-5p,0
2681,hsa-miR-7706,0,      19,hsa-miR-382-3p,hsa-miR-8066,0,hsa-miR-7158-5p,0,hsa-miR-7976,0,hsa-miR-6888-5p,0,hsa-miR-7846-3p,0,hsa-miR-8054,0,hsa-miR-7843-5p,0,hsa-miR-6874-5p,0,hsa-miR-892b,0,hsa-miR-744-5p,135,hsa-miR-764,0,hsa-miR-6883-3p,0,hsa-miR-8056,0,hsa-miR-6848-5p,0,hsa-miR-7703,0,hsa-miR-7152-3p,0,hsa-miR-7843-5p,0,hsa-miR-7852-3p,0,hsa-miR-7856-5p,0
2682,hsa-miR-7843-3p,0,      20,hsa-let-7e-3p,hsa-miR-8067,0,hsa-miR-7159-3p,0,hsa-miR-7977,0,hsa-miR-6889-3p,0,hsa-miR-7847-3p,0,hsa-miR-8055,0,hsa-miR-7844-5p,0,hsa-miR-6875-3p,0,hsa-miR-892c-3p,0,hsa-miR-7515,0,hsa-miR-765,0,hsa-miR-6883-5p,0,hsa-miR-8057,0,hsa-miR-6849-3p,0,hsa-miR-7704,0,hsa-miR-7152-5p,0,hsa-miR-7844-5p,0,hsa-miR-7853-5p,0,hsa-miR-7973,0
2683,hsa-miR-7843-5p,0,      21,hsa-miR-181b-3p,hsa-miR-8068,0,hsa-miR-7159-5p,0,hsa-miR-7978,0,hsa-miR-6889-5p,0,hsa-miR-7848-3p,0,hsa-miR-8056,0,hsa-miR-7845-5p,0,hsa-miR-6875-5p,0,hsa-miR-892c-5p,0,hsa-miR-758-3p,0,hsa-miR-766-3p,0,hsa-miR-6884-3p,0,hsa-miR-8058,0,hsa-miR-6849-5p,0,hsa-miR-7705,0,hsa-miR-7153-3p,0,hsa-miR-7845-5p,0,hsa-miR-7854-3p,0,hsa-miR-7974,0
2684,hsa-miR-7844-5p,0,      21,hsa-miR-379-5p,hsa-miR-8069,0,hsa-miR-7160-3p,0,hsa-miR-802,0,hsa-miR-6890-3p,0,hsa-miR-7849-3p,0,hsa-miR-8057,0,hsa-miR-7846-3p,0,hsa-miR-6876-3p,0,hsa-miR-9-3p,0,hsa-miR-758-3p,1,hsa-miR-766-5p,0,hsa-miR-6884-5p,0,hsa-miR-8059,0,hsa-miR-6850-3p,0,hsa-miR-7706,4,hsa-miR-7153-5p,0,hsa-miR-7846-3p,0,hsa-miR-7855-5p,0,hsa-miR-7975,0
2685,hsa-miR-7845-5p,0,      21,hsa-miR-532-3p,hsa-miR-8070,0,hsa-miR-7160-5p,0,hsa-miR-8052,0,hsa-miR-6890-5p,0,hsa-miR-7850-5p,0,hsa-miR-8058,0,hsa-miR-7847-3p,0,hsa-miR-6876-5p,0,hsa-miR-9-5p,0,hsa-miR-758-5p,0,hsa-miR-767-3p,0,hsa-miR-6885-3p,0,hsa-miR-8060,0,hsa-miR-6850-5p,0,hsa-miR-7843-3p,0,hsa-miR-7154-3p,0,hsa-miR-7847-3p,0,hsa-miR-7856-5p,0,hsa-miR-7976,0
2686,hsa-miR-7846-3p,0,      21,hsa-miR-671-3p,hsa-miR-8071,0,hsa-miR-7161-3p,0,hsa-miR-8053,0,hsa-miR-6891-3p,0,hsa-miR-7851-3p,0,hsa-miR-8059,0,hsa-miR-7848-3p,0,hsa-miR-6877-3p,0,hsa-miR-920,0,hsa-miR-759,0,hsa-miR-767-5p,0,hsa-miR-6885-5p,0,hsa-miR-8061,0,hsa-miR-6851-3p,0,hsa-miR-7843-5p,0,hsa-miR-7154-5p,0,hsa-miR-7848-3p,0,hsa-miR-7973,0,hsa-miR-7977,0
2687,hsa-miR-7847-3p,0,      22,hsa-miR-193b-3p,hsa-miR-8072,0,hsa-miR-7161-5p,0,hsa-miR-8054,0,hsa-miR-6891-5p,0,hsa-miR-7852-3p,0,hsa-miR-8060,0,hsa-miR-7849-3p,0,hsa-miR-6877-5p,16,hsa-miR-921,0,hsa-miR-760,2,hsa-miR-769-3p,3,hsa-miR-6886-3p,0,hsa-miR-8062,0,hsa-miR-6851-5p,0,hsa-miR-7844-5p,0,hsa-miR-7155-3p,2,hsa-miR-7849-3p,0,hsa-miR-7974,0,hsa-miR-7978,0
2688,hsa-miR-7848-3p,0,      22,hsa-miR-99b-3p,hsa-miR-8073,0,hsa-miR-7162-3p,0,hsa-miR-8055,0,hsa-miR-6892-3p,0,hsa-miR-7853-5p,0,hsa-miR-8061,0,hsa-miR-7850-5p,0,hsa-miR-6878-3p,0,hsa-miR-922,0,hsa-miR-761,0,hsa-miR-769-3p,7,hsa-miR-6886-5p,0,hsa-miR-8063,0,hsa-miR-6852-3p,0,hsa-miR-7845-5p,2,hsa-miR-7155-5p,0,hsa-miR-7850-5p,0,hsa-miR-7975,0,hsa-miR-802,0
2689,hsa-miR-7849-3p,0,      23,hsa-miR-18a-3p,hsa-miR-8074,0,hsa-miR-7162-5p,0,hsa-miR-8056,0,hsa-miR-6892-5p,0,hsa-miR-7854-3p,0,hsa-miR-8062,0,hsa-miR-7851-3p,0,hsa-miR-6878-5p,0,hsa-miR-924,0,hsa-miR-762,0,hsa-miR-769-5p,44,hsa-miR-6887-3p,0,hsa-miR-8064,0,hsa-miR-6852-5p,0,hsa-miR-7846-3p,0,hsa-miR-7156-3p,0,hsa-miR-7851-3p,0,hsa-miR-7976,0,hsa-miR-8052,0
2690,hsa-miR-7850-5p,0,      24,hsa-miR-576-3p,hsa-miR-8075,0,hsa-miR-718,0,hsa-miR-8057,0,hsa-miR-6893-3p,0,hsa-miR-7855-5p,0,hsa-miR-8063,0,hsa-miR-7852-3p,0,hsa-miR-6879-3p,1,hsa-miR-92a-1-5p,0,hsa-miR-764,0,hsa-miR-769-5p,108,hsa-miR-6887-5p,0,hsa-miR-8065,0,hsa-miR-6853-3p,1,hsa-miR-7847-3p,0,hsa-miR-7156-5p,0,hsa-miR-7852-3p,1,hsa-miR-7977,0,hsa-miR-8053,0
2691,hsa-miR-7851-3p,0,      24,hsa-miR-630,hsa-miR-8076,0,hsa-miR-744-3p,0,hsa-miR-8058,0,hsa-miR-6893-5p,0,hsa-miR-7856-5p,0,hsa-miR-8064,0,hsa-miR-7853-5p,0,hsa-miR-6879-5p,0,hsa-miR-92a-2-5p,0,hsa-miR-765,0,hsa-miR-770-5p,0,hsa-miR-6888-3p,0,hsa-miR-8066,0,hsa-miR-6853-5p,0,hsa-miR-7848-3p,0,hsa-miR-7157-3p,0,hsa-miR-7853-5p,0,hsa-miR-7978,0,hsa-miR-8054,0
2692,hsa-miR-7852-3p,0,      25,hsa-miR-132-5p,hsa-miR-8077,0,hsa-miR-744-5p,61,hsa-miR-8059,0,hsa-miR-6894-3p,0,hsa-miR-7973,0,hsa-miR-8065,0,hsa-miR-7854-3p,0,hsa-miR-6880-3p,0,hsa-miR-92a-3p,58,hsa-miR-766-3p,0,hsa-miR-7702,0,hsa-miR-6888-5p,0,hsa-miR-8067,0,hsa-miR-6854-3p,0,hsa-miR-7849-3p,0,hsa-miR-7157-5p,0,hsa-miR-7854-3p,0,hsa-miR-802,0,hsa-miR-8055,0
2693,hsa-miR-7853-5p,0,      27,hsa-let-7e-5p,hsa-miR-8078,0,hsa-miR-744-5p,201,hsa-miR-8060,0,hsa-miR-6894-5p,0,hsa-miR-7974,0,hsa-miR-8066,0,hsa-miR-7855-5p,0,hsa-miR-6880-5p,0,hsa-miR-92a-3p,162,hsa-miR-766-5p,0,hsa-miR-7703,0,hsa-miR-6889-3p,0,hsa-miR-8068,0,hsa-miR-6854-5p,0,hsa-miR-7850-5p,0,hsa-miR-7158-3p,0,hsa-miR-7855-5p,0,hsa-miR-8052,0,hsa-miR-8056,0
